"IDX","IDX_DATETIME","ITEMCODE","LOCATION","VALUE_1"
"1497","2021-01-06 14:00:00","PM10","4283031000","6"
"1498","2021-01-06 14:00:00","PM10","4283032000","6"
"1499","2021-01-06 14:00:00","PM10","4283033000","6"
"1500","2021-01-06 14:00:00","PM10","4283034000","6"
"1501","2021-01-06 14:00:00","PM10","4283035000","6"
"1502","2021-01-06 14:00:00","PM10","4279000000","15"
"1503","2021-01-06 14:00:00","PM10","4279025000","15"
"1504","2021-01-06 14:00:00","PM10","4279031000","15"
"1505","2021-01-06 14:00:00","PM10","4279032000","15"
"1506","2021-01-06 14:00:00","PM10","4279033000","15"
"1507","2021-01-06 14:00:00","PM10","4279034000","15"
"1508","2021-01-06 14:00:00","PM10","4219000000","10"
"1509","2021-01-06 14:00:00","PM10","4219051500","10"
"1510","2021-01-06 14:00:00","PM10","4219052500","10"
"1511","2021-01-06 14:00:00","PM10","4219053500","10"
"1512","2021-01-06 14:00:00","PM10","4219054000","10"
"1513","2021-01-06 14:00:00","PM10","4219058500","10"
"1514","2021-01-06 14:00:00","PM10","4219059500","10"
"1515","2021-01-06 14:00:00","PM10","4219060500","10"
"1516","2021-01-06 14:00:00","PM10","4219061500","10"
"1517","2021-01-06 14:00:00","PM10","4281000000","0"
"1518","2021-01-06 14:00:00","PM10","4281025000","0"
"1519","2021-01-06 14:00:00","PM10","4281031000","0"
"1520","2021-01-06 14:00:00","PM10","4281032000","0"
"1521","2021-01-06 14:00:00","PM10","4281033000","0"
"1522","2021-01-06 14:00:00","PM10","4281034000","0"
"1523","2021-01-06 14:00:00","PM10","4281035000","0"
"1524","2021-01-06 14:00:00","PM10","4415000000","31"
"1525","2021-01-06 14:00:00","PM10","4415025000","31"
"1526","2021-01-06 14:00:00","PM10","4415031000","31"
"1527","2021-01-06 14:00:00","PM10","4415032000","31"
"1528","2021-01-06 14:00:00","PM10","4415033000","31"
"1529","2021-01-06 14:00:00","PM10","4415034000","31"
"1530","2021-01-06 14:00:00","PM10","4415036000","31"
"1531","2021-01-06 14:00:00","PM10","4415037000","31"
"1532","2021-01-06 14:00:00","PM10","4415038000","31"
"1533","2021-01-06 14:00:00","PM10","4415039000","31"
"1534","2021-01-06 14:00:00","PM10","4415040000","31"
"1535","2021-01-06 14:00:00","PM10","4415051000","31"
"1536","2021-01-06 14:00:00","PM10","4415054000","31"
"1537","2021-01-06 14:00:00","PM10","4415055000","31"
"1538","2021-01-06 14:00:00","PM10","4415056000","31"
"1539","2021-01-06 14:00:00","PM10","4415057000","31"
"1540","2021-01-06 14:00:00","PM10","4415059000","31"
"1541","2021-01-06 14:00:00","PM10","4423000000","34"
"1542","2021-01-06 14:00:00","PM10","4423025000","34"
"1543","2021-01-06 14:00:00","PM10","4423025300","34"
"1544","2021-01-06 14:00:00","PM10","4423031000","34"
"1545","2021-01-06 14:00:00","PM10","4423032000","34"
"1546","2021-01-06 14:00:00","PM10","4423033000","34"
"1547","2021-01-06 14:00:00","PM10","4423034000","34"
"1548","2021-01-06 14:00:00","PM10","4423035000","34"
"1549","2021-01-06 14:00:00","PM10","4423036000","34"
"1550","2021-01-06 14:00:00","PM10","4423038000","34"
"1551","2021-01-06 14:00:00","PM10","4423039000","34"
"1552","2021-01-06 14:00:00","PM10","4423040000","34"
"1553","2021-01-06 14:00:00","PM10","4423041000","34"
"1554","2021-01-06 14:00:00","PM10","4423042000","34"
"1555","2021-01-06 14:00:00","PM10","4423051000","34"
"1556","2021-01-06 14:00:00","PM10","4423052000","34"
"1557","2021-01-06 14:00:00","PM10","4481000000","31"
"1558","2021-01-06 14:00:00","PM10","4481025000","31"
"1559","2021-01-06 14:00:00","PM10","4481025300","31"
"1560","2021-01-06 14:00:00","PM10","4481031000","31"
"1561","2021-01-06 14:00:00","PM10","4481032000","31"
"1562","2021-01-06 14:00:00","PM10","4481033000","31"
"1563","2021-01-06 14:00:00","PM10","4481034000","31"
"1564","2021-01-06 14:00:00","PM10","4481035000","31"
"1565","2021-01-06 14:00:00","PM10","4481036000","31"
"1566","2021-01-06 14:00:00","PM10","4481037000","31"
"1567","2021-01-06 14:00:00","PM10","4481038000","31"
"1568","2021-01-06 14:00:00","PM10","4481039000","31"
"1569","2021-01-06 14:00:00","PM10","4481040000","31"
"1570","2021-01-06 14:00:00","PM10","4691000000","13"
"1571","2021-01-06 14:00:00","PM10","4691025000","13"
"1572","2021-01-06 14:00:00","PM10","4691025300","13"
"1573","2021-01-06 14:00:00","PM10","4691031000","13"
"1574","2021-01-06 14:00:00","PM10","4691032000","13"
"1575","2021-01-06 14:00:00","PM10","4691033000","13"
"1576","2021-01-06 14:00:00","PM10","4691034000","13"
"1577","2021-01-06 14:00:00","PM10","4691035000","13"
"1578","2021-01-06 14:00:00","PM10","4691036000","13"
"1579","2021-01-06 14:00:00","PM10","4691037000","13"
"1580","2021-01-06 14:00:00","PM10","4691038000","13"
"1581","2021-01-06 14:00:00","PM10","4691039000","13"
"1582","2021-01-06 14:00:00","PM10","4691040000","13"
"1583","2021-01-06 14:00:00","PM10","4691041000","13"
"1584","2021-01-06 14:00:00","PM10","4691042000","13"
"1585","2021-01-06 14:00:00","PM10","4725000000","20"
"1586","2021-01-06 14:00:00","PM10","4725025000","20"
"1587","2021-01-06 14:00:00","PM10","4725031000","20"
"1588","2021-01-06 14:00:00","PM10","4725032500","20"
"1589","2021-01-06 14:00:00","PM10","4725033000","20"
"1590","2021-01-06 14:00:00","PM10","4725034000","20"
"1591","2021-01-06 14:00:00","PM10","4725035000","20"
"1592","2021-01-06 14:00:00","PM10","4725036000","20"
"1593","2021-01-06 14:00:00","PM10","4725037000","20"
"1594","2021-01-06 14:00:00","PM10","4725038000","20"
"1595","2021-01-06 14:00:00","PM10","4725039000","20"
"1596","2021-01-06 14:00:00","PM10","4725040000","20"
"1597","2021-01-06 14:00:00","PM10","4725041000","20"
"1598","2021-01-06 14:00:00","PM10","4725042000","20"
"1599","2021-01-06 14:00:00","PM10","4725043000","20"
"1600","2021-01-06 14:00:00","PM10","4725044000","20"
"1601","2021-01-06 14:00:00","PM10","4725045000","20"
"1602","2021-01-06 14:00:00","PM10","4725046000","20"
"1603","2021-01-06 14:00:00","PM10","4725047000","20"
"1604","2021-01-06 14:00:00","PM10","4725052000","20"
"1605","2021-01-06 14:00:00","PM10","4725053000","20"
"1606","2021-01-06 14:00:00","PM10","4725054000","20"
"1607","2021-01-06 14:00:00","PM10","4725055000","20"
"1608","2021-01-06 14:00:00","PM10","4725056000","20"
"1609","2021-01-06 14:00:00","PM10","4725057000","20"
"1610","2021-01-06 14:00:00","PM10","4785000000","17"
"1611","2021-01-06 14:00:00","PM10","4785025000","17"
"1612","2021-01-06 14:00:00","PM10","4785025300","17"
"1613","2021-01-06 14:00:00","PM10","4785025600","17"
"1614","2021-01-06 14:00:00","PM10","4785031000","17"
"1615","2021-01-06 14:00:00","PM10","4785032000","17"
"1616","2021-01-06 14:00:00","PM10","4785033000","17"
"1617","2021-01-06 14:00:00","PM10","4785036000","17"
"1618","2021-01-06 14:00:00","PM10","4785037000","17"
"1619","2021-01-06 14:00:00","PM10","4728000000","13"
"1620","2021-01-06 14:00:00","PM10","4728025000","13"
"1621","2021-01-06 14:00:00","PM10","4728025300","13"
"1622","2021-01-06 14:00:00","PM10","4728031000","13"
"1623","2021-01-06 14:00:00","PM10","4728032000","13"
"1624","2021-01-06 14:00:00","PM10","4728033000","13"
"1625","2021-01-06 14:00:00","PM10","4728034000","13"
"1626","2021-01-06 14:00:00","PM10","4728035000","13"
"1627","2021-01-06 14:00:00","PM10","4728036000","13"
"1628","2021-01-06 14:00:00","PM10","4728037000","13"
"1629","2021-01-06 14:00:00","PM10","4728057000","13"
"1630","2021-01-06 14:00:00","PM10","4728058000","13"
"1631","2021-01-06 14:00:00","PM10","4728059000","13"
"1632","2021-01-06 14:00:00","PM10","4728060000","13"
"1633","2021-01-06 14:00:00","PM10","4728061000","13"
"1634","2021-01-06 14:00:00","PM10","4784000000","11"
"1635","2021-01-06 14:00:00","PM10","4784025000","11"
"1636","2021-01-06 14:00:00","PM10","4784031000","11"
"1637","2021-01-06 14:00:00","PM10","4784032000","11"
"1638","2021-01-06 14:00:00","PM10","4784033000","11"
"1639","2021-01-06 14:00:00","PM10","4784034000","11"
"1640","2021-01-06 14:00:00","PM10","4784035000","11"
"1641","2021-01-06 14:00:00","PM10","4784036000","11"
"1642","2021-01-06 14:00:00","PM10","4784037000","11"
"1643","2021-01-06 14:00:00","PM10","4784038000","11"
"1644","2021-01-06 14:00:00","PM10","4784039000","11"
"1645","2021-01-06 14:00:00","PM10","4723000000","14"
"1646","2021-01-06 14:00:00","PM10","4723025000","14"
"1647","2021-01-06 14:00:00","PM10","4723031000","14"
"1648","2021-01-06 14:00:00","PM10","4723032000","14"
"1649","2021-01-06 14:00:00","PM10","4723033000","14"
"1650","2021-01-06 14:00:00","PM10","4723034000","14"
"1651","2021-01-06 14:00:00","PM10","4723035000","14"
"1652","2021-01-06 14:00:00","PM10","4723036000","14"
"1653","2021-01-06 14:00:00","PM10","4723037000","14"
"1654","2021-01-06 14:00:00","PM10","4723038000","14"
"1655","2021-01-06 14:00:00","PM10","4723039000","14"
"1656","2021-01-06 14:00:00","PM10","4723040000","14"
"1657","2021-01-06 14:00:00","PM10","4723051000","14"
"1658","2021-01-06 14:00:00","PM10","4723052000","14"
"1659","2021-01-06 14:00:00","PM10","4723053500","14"
"1660","2021-01-06 14:00:00","PM10","4723054000","14"
"1661","2021-01-06 14:00:00","PM10","4723055500","14"
"1662","2021-01-06 14:00:00","PM10","4793000000","6"
"1663","2021-01-06 14:00:00","PM10","4793025000","6"
"1664","2021-01-06 14:00:00","PM10","4793025300","6"
"1665","2021-01-06 14:00:00","PM10","4793031000","6"
"1666","2021-01-06 14:00:00","PM10","4793033000","6"
"1667","2021-01-06 14:00:00","PM10","4793035000","6"
"1668","2021-01-06 14:00:00","PM10","4793036000","6"
"1669","2021-01-06 14:00:00","PM10","4793037000","6"
"1670","2021-01-06 14:00:00","PM10","4793038000","6"
"1671","2021-01-06 14:00:00","PM10","4793039000","6"
"1672","2021-01-06 14:00:00","PM10","4793040000","6"
"1673","2021-01-06 14:00:00","PM10","4776000000","6"
"1674","2021-01-06 14:00:00","PM10","4776025000","6"
"1675","2021-01-06 14:00:00","PM10","4776031000","6"
"1676","2021-01-06 14:00:00","PM10","4776032000","6"
"1677","2021-01-06 14:00:00","PM10","4776033000","6"
"1678","2021-01-06 14:00:00","PM10","4776034000","6"
"1679","2021-01-06 14:00:00","PM10","4776035000","6"
"1680","2021-01-06 14:00:00","PM10","4790000000","15"
"1681","2021-01-06 14:00:00","PM10","4790025000","15"
"1682","2021-01-06 14:00:00","PM10","4790031000","15"
"1683","2021-01-06 14:00:00","PM10","4790034000","15"
"1684","2021-01-06 14:00:00","PM10","4790035000","15"
"1685","2021-01-06 14:00:00","PM10","4790036000","15"
"1686","2021-01-06 14:00:00","PM10","4790037000","15"
"1687","2021-01-06 14:00:00","PM10","4790038000","15"
"1688","2021-01-06 14:00:00","PM10","4790039000","15"
"1689","2021-01-06 14:00:00","PM10","4790040000","15"
"1690","2021-01-06 14:00:00","PM10","4790041000","15"
"1691","2021-01-06 14:00:00","PM10","4790042000","15"
"1692","2021-01-06 14:00:00","PM10","4790043000","15"
"1693","2021-01-06 15:00:00","PM10","1114000000","28"
"1694","2021-01-06 15:00:00","PM10","1114052000","28"
"1695","2021-01-06 15:00:00","PM10","1114054000","28"
"1696","2021-01-06 15:00:00","PM10","1114055000","28"
"1697","2021-01-06 15:00:00","PM10","1114057000","28"
"1698","2021-01-06 15:00:00","PM10","1114058000","28"
"1699","2021-01-06 15:00:00","PM10","1114059000","28"
"1700","2021-01-06 15:00:00","PM10","1114060500","28"
"1701","2021-01-06 15:00:00","PM10","1114061500","28"
"1702","2021-01-06 15:00:00","PM10","1114062500","28"
"1703","2021-01-06 15:00:00","PM10","1114063500","28"
"1704","2021-01-06 15:00:00","PM10","1114064500","28"
"1705","2021-01-06 15:00:00","PM10","1114065000","28"
"1706","2021-01-06 15:00:00","PM10","1114066500","28"
"1707","2021-01-06 15:00:00","PM10","1114067000","28"
"1708","2021-01-06 15:00:00","PM10","1114068000","28"
"1709","2021-01-06 15:00:00","PM10","2611000000","28"
"1710","2021-01-06 15:00:00","PM10","2611051000","28"
"1711","2021-01-06 15:00:00","PM10","2611052000","28"
"1712","2021-01-06 15:00:00","PM10","2611053000","28"
"1713","2021-01-06 15:00:00","PM10","2611054500","28"
"1714","2021-01-06 15:00:00","PM10","2611056000","28"
"1715","2021-01-06 15:00:00","PM10","2611057000","28"
"1716","2021-01-06 15:00:00","PM10","2611058000","28"
"1717","2021-01-06 15:00:00","PM10","2611059000","28"
"1718","2021-01-06 15:00:00","PM10","2611060000","28"
"1719","2021-01-06 15:00:00","PM10","2711000000","28"
"1720","2021-01-06 15:00:00","PM10","2711051700","28"
"1721","2021-01-06 15:00:00","PM10","2711054500","28"
"1722","2021-01-06 15:00:00","PM10","2711056500","28"
"1723","2021-01-06 15:00:00","PM10","2711057500","28"
"1724","2021-01-06 15:00:00","PM10","2711058500","28"
"1725","2021-01-06 15:00:00","PM10","2711059500","28"
"1726","2021-01-06 15:00:00","PM10","2711064000","28"
"1727","2021-01-06 15:00:00","PM10","2711065000","28"
"1728","2021-01-06 15:00:00","PM10","2711066000","28"
"1729","2021-01-06 15:00:00","PM10","2711067000","28"
"1730","2021-01-06 15:00:00","PM10","2711068000","28"
"1731","2021-01-06 15:00:00","PM10","2711069000","28"
"1732","2021-01-06 15:00:00","PM10","2811000000","28"
"1733","2021-01-06 15:00:00","PM10","2811052000","28"
"1734","2021-01-06 15:00:00","PM10","2811053000","28"
"1735","2021-01-06 15:00:00","PM10","2811054000","28"
"1736","2021-01-06 15:00:00","PM10","2811056000","28"
"1737","2021-01-06 15:00:00","PM10","2811057000","28"
"1738","2021-01-06 15:00:00","PM10","2811058500","28"
"1739","2021-01-06 15:00:00","PM10","2811060000","28"
"1740","2021-01-06 15:00:00","PM10","2811061000","28"
"1741","2021-01-06 15:00:00","PM10","2811062000","28"
"1742","2021-01-06 15:00:00","PM10","2811062200","28"
"1743","2021-01-06 15:00:00","PM10","2811062800","28"
"1744","2021-01-06 15:00:00","PM10","2811063000","28"
"1745","2021-01-06 15:00:00","PM10","3014000000","28"
"1746","2021-01-06 15:00:00","PM10","3014053500","28"
"1747","2021-01-06 15:00:00","PM10","3014055000","28"
"1748","2021-01-06 15:00:00","PM10","3014056000","28"
"1749","2021-01-06 15:00:00","PM10","3014057500","28"
"1750","2021-01-06 15:00:00","PM10","3014060500","28"
"1751","2021-01-06 15:00:00","PM10","3014062000","28"
"1752","2021-01-06 15:00:00","PM10","3014063000","28"
"1753","2021-01-06 15:00:00","PM10","3014064000","28"
"1754","2021-01-06 15:00:00","PM10","3014065500","28"
"1755","2021-01-06 15:00:00","PM10","3014067000","28"
"1756","2021-01-06 15:00:00","PM10","3014068000","28"
"1757","2021-01-06 15:00:00","PM10","3014069000","28"
"1758","2021-01-06 15:00:00","PM10","3014070000","28"
"1759","2021-01-06 15:00:00","PM10","3014071000","28"
"1760","2021-01-06 15:00:00","PM10","3014072000","28"
"1761","2021-01-06 15:00:00","PM10","3014073000","28"
"1762","2021-01-06 15:00:00","PM10","3014074000","28"
"1763","2021-01-06 15:00:00","PM10","3111000000","28"
"1764","2021-01-06 15:00:00","PM10","3111051000","28"
"1765","2021-01-06 15:00:00","PM10","3111052000","28"
"1766","2021-01-06 15:00:00","PM10","3111053000","28"
"1767","2021-01-06 15:00:00","PM10","3111054000","28"
"1768","2021-01-06 15:00:00","PM10","3111055000","28"
"1769","2021-01-06 15:00:00","PM10","3111058500","28"
"1770","2021-01-06 15:00:00","PM10","3111059000","28"
"1771","2021-01-06 15:00:00","PM10","3111060000","28"
"1772","2021-01-06 15:00:00","PM10","3111061000","28"
"1773","2021-01-06 15:00:00","PM10","3111062000","28"
"1774","2021-01-06 15:00:00","PM10","3111063000","28"
"1775","2021-01-06 15:00:00","PM10","3111064000","28"
"1776","2021-01-06 15:00:00","PM10","3111065000","28"
"1777","2021-01-06 15:00:00","PM10","1111000000","23"
"1778","2021-01-06 15:00:00","PM10","1111051500","23"
"1779","2021-01-06 15:00:00","PM10","1111053000","23"
"1780","2021-01-06 15:00:00","PM10","1111054000","23"
"1781","2021-01-06 15:00:00","PM10","1111055000","23"
"1782","2021-01-06 15:00:00","PM10","1111056000","23"
"1783","2021-01-06 15:00:00","PM10","1111057000","23"
"1784","2021-01-06 15:00:00","PM10","1111058000","23"
"1785","2021-01-06 15:00:00","PM10","1111060000","23"
"1786","2021-01-06 15:00:00","PM10","1111061500","23"
"1787","2021-01-06 15:00:00","PM10","1111063000","23"
"1788","2021-01-06 15:00:00","PM10","1111064000","23"
"1789","2021-01-06 15:00:00","PM10","1111065000","23"
"1790","2021-01-06 15:00:00","PM10","1111067000","23"
"1791","2021-01-06 15:00:00","PM10","1111068000","23"
"1792","2021-01-06 15:00:00","PM10","1111069000","23"
"1793","2021-01-06 15:00:00","PM10","1111070000","23"
"1794","2021-01-06 15:00:00","PM10","1111071000","23"
"1795","2021-01-06 15:00:00","PM10","1117000000","38"
"1796","2021-01-06 15:00:00","PM10","1117051000","38"
"1797","2021-01-06 15:00:00","PM10","1117052000","38"
"1798","2021-01-06 15:00:00","PM10","1117053000","38"
"1799","2021-01-06 15:00:00","PM10","1117055500","38"
"1800","2021-01-06 15:00:00","PM10","1117056000","38"
"1801","2021-01-06 15:00:00","PM10","1117057000","38"
"1802","2021-01-06 15:00:00","PM10","1117058000","38"
"1803","2021-01-06 15:00:00","PM10","1117059000","38"
"1804","2021-01-06 15:00:00","PM10","1117062500","38"
"1805","2021-01-06 15:00:00","PM10","1117063000","38"
"1806","2021-01-06 15:00:00","PM10","1117064000","38"
"1807","2021-01-06 15:00:00","PM10","1117065000","38"
"1808","2021-01-06 15:00:00","PM10","1117066000","38"
"1809","2021-01-06 15:00:00","PM10","1117068500","38"
"1810","2021-01-06 15:00:00","PM10","1117069000","38"
"1811","2021-01-06 15:00:00","PM10","1117070000","38"
"1812","2021-01-06 15:00:00","PM10","1121500000","18"
"1813","2021-01-06 15:00:00","PM10","1121571000","18"
"1814","2021-01-06 15:00:00","PM10","1121573000","18"
"1815","2021-01-06 15:00:00","PM10","1121574000","18"
"1816","2021-01-06 15:00:00","PM10","1121575000","18"
"1817","2021-01-06 15:00:00","PM10","1121576000","18"
"1818","2021-01-06 15:00:00","PM10","1121577000","18"
"1819","2021-01-06 15:00:00","PM10","1121578000","18"
"1820","2021-01-06 15:00:00","PM10","1121581000","18"
"1821","2021-01-06 15:00:00","PM10","1121582000","18"
"1822","2021-01-06 15:00:00","PM10","1121583000","18"
"1823","2021-01-06 15:00:00","PM10","1121584000","18"
"1824","2021-01-06 15:00:00","PM10","1121584700","18"
"1825","2021-01-06 15:00:00","PM10","1121585000","18"
"1826","2021-01-06 15:00:00","PM10","1121586000","18"
"1827","2021-01-06 15:00:00","PM10","1121587000","18"
"1828","2021-01-06 15:00:00","PM10","1120000000","25"
"1829","2021-01-06 15:00:00","PM10","1120052000","25"
"1830","2021-01-06 15:00:00","PM10","1120053500","25"
"1831","2021-01-06 15:00:00","PM10","1120054000","25"
"1832","2021-01-06 15:00:00","PM10","1120055000","25"
"1833","2021-01-06 15:00:00","PM10","1120056000","25"
"1834","2021-01-06 15:00:00","PM10","1120057000","25"
"1835","2021-01-06 15:00:00","PM10","1120058000","25"
"1836","2021-01-06 15:00:00","PM10","1120059000","25"
"1837","2021-01-06 15:00:00","PM10","1120061500","25"
"1838","2021-01-06 15:00:00","PM10","1120062000","25"
"1839","2021-01-06 15:00:00","PM10","1120064500","25"
"1840","2021-01-06 15:00:00","PM10","1120065000","25"
"1841","2021-01-06 15:00:00","PM10","1120066000","25"
"1842","2021-01-06 15:00:00","PM10","1120067000","25"
"1843","2021-01-06 15:00:00","PM10","1120069000","25"
"1844","2021-01-06 15:00:00","PM10","1120072000","25"
"1845","2021-01-06 15:00:00","PM10","1120079000","25"
"1846","2021-01-06 15:00:00","PM10","1126000000","27"
"1847","2021-01-06 15:00:00","PM10","1126052000","27"
"1848","2021-01-06 15:00:00","PM10","1126054000","27"
"1849","2021-01-06 15:00:00","PM10","1126055000","27"
"1850","2021-01-06 15:00:00","PM10","1126056500","27"
"1851","2021-01-06 15:00:00","PM10","1126057000","27"
"1852","2021-01-06 15:00:00","PM10","1126057500","27"
"1853","2021-01-06 15:00:00","PM10","1126058000","27"
"1854","2021-01-06 15:00:00","PM10","1126059000","27"
"1855","2021-01-06 15:00:00","PM10","1126060000","27"
"1856","2021-01-06 15:00:00","PM10","1126061000","27"
"1857","2021-01-06 15:00:00","PM10","1126062000","27"
"1858","2021-01-06 15:00:00","PM10","1126063000","27"
"1859","2021-01-06 15:00:00","PM10","1126065500","27"
"1860","2021-01-06 15:00:00","PM10","1126066000","27"
"1861","2021-01-06 15:00:00","PM10","1126068000","27"
"1862","2021-01-06 15:00:00","PM10","1126069000","27"
"1863","2021-01-06 15:00:00","PM10","1123000000","18"
"1864","2021-01-06 15:00:00","PM10","1123053600","18"
"1865","2021-01-06 15:00:00","PM10","1123054500","18"
"1866","2021-01-06 15:00:00","PM10","1123056000","18"
"1867","2021-01-06 15:00:00","PM10","1123057000","18"
"1868","2021-01-06 15:00:00","PM10","1123060000","18"
"1869","2021-01-06 15:00:00","PM10","1123061000","18"
"1870","2021-01-06 15:00:00","PM10","1123065000","18"
"1871","2021-01-06 15:00:00","PM10","1123066000","18"
"1872","2021-01-06 15:00:00","PM10","1123070500","18"
"1873","2021-01-06 15:00:00","PM10","1123071000","18"
"1874","2021-01-06 15:00:00","PM10","1123072000","18"
"1875","2021-01-06 15:00:00","PM10","1123073000","18"
"1876","2021-01-06 15:00:00","PM10","1123074000","18"
"1877","2021-01-06 15:00:00","PM10","1123075000","18"
"1878","2021-01-06 15:00:00","PM10","1129000000","17"
"1879","2021-01-06 15:00:00","PM10","1129052500","17"
"1880","2021-01-06 15:00:00","PM10","1129055500","17"
"1881","2021-01-06 15:00:00","PM10","1129057500","17"
"1882","2021-01-06 15:00:00","PM10","1129058000","17"
"1883","2021-01-06 15:00:00","PM10","1129059000","17"
"1884","2021-01-06 15:00:00","PM10","1129060000","17"
"1885","2021-01-06 15:00:00","PM10","1129061000","17"
"1886","2021-01-06 15:00:00","PM10","1129062000","17"
"1887","2021-01-06 15:00:00","PM10","1129063000","17"
"1888","2021-01-06 15:00:00","PM10","1129064000","17"
"1889","2021-01-06 15:00:00","PM10","1129065000","17"
"1890","2021-01-06 15:00:00","PM10","1129066000","17"
"1891","2021-01-06 15:00:00","PM10","1129068500","17"
"1892","2021-01-06 15:00:00","PM10","1129070500","17"
"1893","2021-01-06 15:00:00","PM10","1129071500","17"
"1894","2021-01-06 15:00:00","PM10","1129072500","17"
"1895","2021-01-06 15:00:00","PM10","1129076000","17"
"1896","2021-01-06 15:00:00","PM10","1129077000","17"
"1897","2021-01-06 15:00:00","PM10","1129078000","17"
"1898","2021-01-06 15:00:00","PM10","1129081000","17"
"1899","2021-01-06 15:00:00","PM10","1132000000","17"
"1900","2021-01-06 15:00:00","PM10","1132051100","17"
"1901","2021-01-06 15:00:00","PM10","1132051200","17"
"1902","2021-01-06 15:00:00","PM10","1132051300","17"
"1903","2021-01-06 15:00:00","PM10","1132051400","17"
"1904","2021-01-06 15:00:00","PM10","1132051500","17"
"1905","2021-01-06 15:00:00","PM10","1132052100","17"
"1906","2021-01-06 15:00:00","PM10","1132052200","17"
"1907","2021-01-06 15:00:00","PM10","1132066000","17"
"1908","2021-01-06 15:00:00","PM10","1132067000","17"
"1909","2021-01-06 15:00:00","PM10","1132068000","17"
"1910","2021-01-06 15:00:00","PM10","1132068100","17"
"1911","2021-01-06 15:00:00","PM10","1132069000","17"
"1912","2021-01-06 15:00:00","PM10","1132070000","17"
"1913","2021-01-06 15:00:00","PM10","1132071000","17"
"1914","2021-01-06 15:00:00","PM10","1138000000","24"
"1915","2021-01-06 15:00:00","PM10","1138051000","24"
"1916","2021-01-06 15:00:00","PM10","1138052000","24"
"1917","2021-01-06 15:00:00","PM10","1138053000","24"
"1918","2021-01-06 15:00:00","PM10","1138055100","24"
"1919","2021-01-06 15:00:00","PM10","1138055200","24"
"1920","2021-01-06 15:00:00","PM10","1138056000","24"
"1921","2021-01-06 15:00:00","PM10","1138057000","24"
"1922","2021-01-06 15:00:00","PM10","1138058000","24"
"1923","2021-01-06 15:00:00","PM10","1138059000","24"
"1924","2021-01-06 15:00:00","PM10","1138060000","24"
"1925","2021-01-06 15:00:00","PM10","1138062500","24"
"1926","2021-01-06 15:00:00","PM10","1138063100","24"
"1927","2021-01-06 15:00:00","PM10","1138063200","24"
"1928","2021-01-06 15:00:00","PM10","1138064000","24"
"1929","2021-01-06 15:00:00","PM10","1138065000","24"
"1930","2021-01-06 15:00:00","PM10","1138069000","24"
"1931","2021-01-06 15:00:00","PM10","1141000000","17"
"1932","2021-01-06 15:00:00","PM10","1141052000","17"
"1933","2021-01-06 15:00:00","PM10","1141055500","17"
"1934","2021-01-06 15:00:00","PM10","1141056500","17"
"1935","2021-01-06 15:00:00","PM10","1141058500","17"
"1936","2021-01-06 15:00:00","PM10","1141061500","17"
"1937","2021-01-06 15:00:00","PM10","1141062000","17"
"1938","2021-01-06 15:00:00","PM10","1141064000","17"
"1939","2021-01-06 15:00:00","PM10","1141065500","17"
"1940","2021-01-06 15:00:00","PM10","1141066000","17"
"1941","2021-01-06 15:00:00","PM10","1141068500","17"
"1942","2021-01-06 15:00:00","PM10","1141069000","17"
"1943","2021-01-06 15:00:00","PM10","1141070000","17"
"1944","2021-01-06 15:00:00","PM10","1141071000","17"
"1945","2021-01-06 15:00:00","PM10","1141072000","17"
"1946","2021-01-06 15:00:00","PM10","1144000000","26"
"1947","2021-01-06 15:00:00","PM10","1144055500","26"
"1948","2021-01-06 15:00:00","PM10","1144056500","26"
"1949","2021-01-06 15:00:00","PM10","1144058500","26"
"1950","2021-01-06 15:00:00","PM10","1144059000","26"
"1951","2021-01-06 15:00:00","PM10","1144060000","26"
"1952","2021-01-06 15:00:00","PM10","1144061000","26"
"1953","2021-01-06 15:00:00","PM10","1144063000","26"
"1954","2021-01-06 15:00:00","PM10","1144065500","26"
"1955","2021-01-06 15:00:00","PM10","1144066000","26"
"1956","2021-01-06 15:00:00","PM10","1144068000","26"
"1957","2021-01-06 15:00:00","PM10","1144069000","26"
"1958","2021-01-06 15:00:00","PM10","1144070000","26"
"1959","2021-01-06 15:00:00","PM10","1144071000","26"
"1960","2021-01-06 15:00:00","PM10","1144072000","26"
"1961","2021-01-06 15:00:00","PM10","1144073000","26"
"1962","2021-01-06 15:00:00","PM10","1144074000","26"
"1963","2021-01-06 15:00:00","PM10","1150000000","18"
"1964","2021-01-06 15:00:00","PM10","1150051000","18"
"1965","2021-01-06 15:00:00","PM10","1150052000","18"
"1966","2021-01-06 15:00:00","PM10","1150053000","18"
"1967","2021-01-06 15:00:00","PM10","1150053500","18"
"1968","2021-01-06 15:00:00","PM10","1150054000","18"
"1969","2021-01-06 15:00:00","PM10","1150055000","18"
"1970","2021-01-06 15:00:00","PM10","1150056000","18"
"1971","2021-01-06 15:00:00","PM10","1150057000","18"
"1972","2021-01-06 15:00:00","PM10","1150059000","18"
"1973","2021-01-06 15:00:00","PM10","1150059100","18"
"1974","2021-01-06 15:00:00","PM10","1150059300","18"
"1975","2021-01-06 15:00:00","PM10","1150060300","18"
"1976","2021-01-06 15:00:00","PM10","1150060400","18"
"1977","2021-01-06 15:00:00","PM10","1150060500","18"
