"IDX","IDX_DATETIME","DATA_GUBUN","LOCATION","GATHER_INFO","VALUE_1","VALUE_2","VALUE_3"
"4557","2021-01-06 14:00:00","T,H","2714072000",,"31","0","0"
"4558","2021-01-06 14:00:00","T,H","2726067000",,"31","0","0"
"4559","2021-01-06 14:00:00","T,H","2726068000",,"31","0","0"
"4560","2021-01-06 14:00:00","T,H","2726069000",,"31","0","0"
"4561","2021-01-06 14:00:00","T,H","4729000000",,"31","0","0"
"4562","2021-01-06 14:00:00","T,H","4729051000",,"31","0","0"
"4563","2021-01-06 14:00:00","T,H","4729054200",,"31","0","0"
"4564","2021-01-06 14:00:00","T,H","2714074200",,"37","0","0"
"4565","2021-01-06 14:00:00","T,H","2714074700",,"37","0","0"
"4566","2021-01-06 14:00:00","T,H","2714075500",,"37","0","0"
"4567","2021-01-06 14:00:00","T,H","2714076000",,"35","-1","0"
"4568","2021-01-06 14:00:00","T,H","2717000000",,"35","-1","0"
"4569","2021-01-06 14:00:00","T,H","2717051000",,"35","-1","0"
"4570","2021-01-06 14:00:00","T,H","2717052500",,"35","-1","0"
"4571","2021-01-06 14:00:00","T,H","2717054000",,"35","-1","0"
"4572","2021-01-06 14:00:00","T,H","2717058000",,"35","-1","0"
"4573","2021-01-06 14:00:00","T,H","2717063000",,"35","-1","0"
"4574","2021-01-06 14:00:00","T,H","2717065000",,"35","-1","0"
"4575","2021-01-06 14:00:00","T,H","2717066000",,"35","-1","0"
"4576","2021-01-06 14:00:00","T,H","2717067500",,"35","-1","0"
"4577","2021-01-06 14:00:00","T,H","2720059000",,"35","-1","0"
"4578","2021-01-06 14:00:00","T,H","2720061000",,"35","-1","0"
"4579","2021-01-06 14:00:00","T,H","2720065000",,"35","-1","0"
"4580","2021-01-06 14:00:00","T,H","2720066000",,"35","-1","0"
"4581","2021-01-06 14:00:00","T,H","2729000000",,"35","-1","0"
"4582","2021-01-06 14:00:00","T,H","2729051500",,"35","-1","0"
"4583","2021-01-06 14:00:00","T,H","2729055000",,"35","-1","0"
"4584","2021-01-06 14:00:00","T,H","2729055500",,"35","-1","0"
"4585","2021-01-06 14:00:00","T,H","2729056300",,"35","-1","0"
"4586","2021-01-06 14:00:00","T,H","2729056800",,"35","-1","0"
"4587","2021-01-06 14:00:00","T,H","2729057100",,"35","-1","0"
"4588","2021-01-06 14:00:00","T,H","2729057200",,"35","-1","0"
"4589","2021-01-06 14:00:00","T,H","2729059000",,"35","-1","0"
"4590","2021-01-06 14:00:00","T,H","2729060200",,"35","-1","0"
"4591","2021-01-06 14:00:00","T,H","2729063000",,"35","-1","0"
"4592","2021-01-06 14:00:00","T,H","2729064000",,"35","-1","0"
"4593","2021-01-06 14:00:00","T,H","2729065000",,"35","-1","0"
"4594","2021-01-06 14:00:00","T,H","2717055000",,"28","-1","0"
"4595","2021-01-06 14:00:00","T,H","2717056500",,"28","-1","0"
"4596","2021-01-06 14:00:00","T,H","2717059000",,"28","-1","0"
"4597","2021-01-06 14:00:00","T,H","2717060000",,"28","-1","0"
"4598","2021-01-06 14:00:00","T,H","2717061000",,"28","-1","0"
"4599","2021-01-06 14:00:00","T,H","2717062000",,"28","-1","0"
"4600","2021-01-06 14:00:00","T,H","2717064000",,"28","-1","0"
"4601","2021-01-06 14:00:00","T,H","2717066100",,"28","-1","0"
"4602","2021-01-06 14:00:00","T,H","2717069500",,"28","-1","0"
"4603","2021-01-06 14:00:00","T,H","2723071500",,"28","-1","0"
"4604","2021-01-06 14:00:00","T,H","2723069500",,"28","1","0"
"4605","2021-01-06 14:00:00","T,H","2723072500",,"28","1","0"
"4606","2021-01-06 14:00:00","T,H","2723073500",,"28","1","0"
"4607","2021-01-06 14:00:00","T,H","2723074500",,"28","1","0"
"4608","2021-01-06 14:00:00","T,H","2723075000",,"28","1","0"
"4609","2021-01-06 14:00:00","T,H","2723077000",,"28","1","0"
"4610","2021-01-06 14:00:00","T,H","2723078000",,"28","1","0"
"4611","2021-01-06 14:00:00","T,H","2723080000",,"28","1","0"
"4612","2021-01-06 14:00:00","T,H","2726054000",,"37","0","0"
"4613","2021-01-06 14:00:00","T,H","2726056000",,"37","0","0"
"4614","2021-01-06 14:00:00","T,H","2726056100",,"37","0","0"
"4615","2021-01-06 14:00:00","T,H","2726060100",,"37","0","0"
"4616","2021-01-06 14:00:00","T,H","2726063000",,"35","-1","0"
"4617","2021-01-06 14:00:00","T,H","2726065200",,"35","-1","0"
"4618","2021-01-06 14:00:00","T,H","2771031000",,"35","-1","0"
"4619","2021-01-06 14:00:00","T,H","2726065100",,"31","0","0"
"4620","2021-01-06 14:00:00","T,H","2726066100",,"31","0","0"
"4621","2021-01-06 14:00:00","T,H","2726066200",,"31","0","0"
"4622","2021-01-06 14:00:00","T,H","2729057600",,"28","-1","0"
"4623","2021-01-06 14:00:00","T,H","2729057700",,"28","-1","0"
"4624","2021-01-06 14:00:00","T,H","2729058500",,"28","-1","0"
"4625","2021-01-06 14:00:00","T,H","2729060100",,"35","-1","0"
"4626","2021-01-06 14:00:00","T,H","2729061500",,"35","-1","0"
"4627","2021-01-06 14:00:00","T,H","2729062400",,"35","-1","0"
"4628","2021-01-06 14:00:00","T,H","2729062500",,"35","-1","0"
"4629","2021-01-06 14:00:00","T,H","2729062600",,"35","-1","0"
"4630","2021-01-06 14:00:00","T,H","2729062800",,"35","-1","0"
"4631","2021-01-06 14:00:00","T,H","2771000000",,"35","-1","0"
"4632","2021-01-06 14:00:00","T,H","2771025300",,"35","-1","0"
"4633","2021-01-06 14:00:00","T,H","2771025000",,"35","-1","0"
"4634","2021-01-06 14:00:00","T,H","2771026200",,"35","-1","0"
"4635","2021-01-06 14:00:00","T,H","2771025600",,"33","-1","0"
"4636","2021-01-06 14:00:00","T,H","2771025900",,"35","1","0"
"4637","2021-01-06 14:00:00","T,H","2771026500",,"35","1","0"
"4638","2021-01-06 14:00:00","T,H","2771033000",,"33","-1","0"
"4639","2021-01-06 14:00:00","T,H","2771038000",,"35","1","0"
"4640","2021-01-06 14:00:00","T,H","2800000000",,"26","-3","0"
"4641","2021-01-06 14:00:00","T,H","2817759000",,"26","-3","0"
"4642","2021-01-06 14:00:00","T,H","2817760000",,"26","-3","0"
"4643","2021-01-06 14:00:00","T,H","2817762000",,"26","-3","0"
"4644","2021-01-06 14:00:00","T,H","2817763000",,"26","-3","0"
"4645","2021-01-06 14:00:00","T,H","2817764000",,"26","-3","0"
"4646","2021-01-06 14:00:00","T,H","2817765000",,"26","-3","0"
"4647","2021-01-06 14:00:00","T,H","2817766000",,"26","-3","0"
"4648","2021-01-06 14:00:00","T,H","2817767000",,"26","-3","0"
"4649","2021-01-06 14:00:00","T,H","2817768000",,"26","-3","0"
"4650","2021-01-06 14:00:00","T,H","2817769000",,"26","-3","0"
"4651","2021-01-06 14:00:00","T,H","2817770000",,"26","-3","0"
"4652","2021-01-06 14:00:00","T,H","2817771000",,"26","-3","0"
"4653","2021-01-06 14:00:00","T,H","2818576600",,"26","-3","0"
"4654","2021-01-06 14:00:00","T,H","2820051000",,"26","-3","0"
"4655","2021-01-06 14:00:00","T,H","2820052000",,"26","-3","0"
"4656","2021-01-06 14:00:00","T,H","2820052100",,"26","-3","0"
"4657","2021-01-06 14:00:00","T,H","2820053000",,"26","-3","0"
"4658","2021-01-06 14:00:00","T,H","2820054000",,"26","-3","0"
"4659","2021-01-06 14:00:00","T,H","2820055000",,"26","-3","0"
"4660","2021-01-06 14:00:00","T,H","2820055100",,"26","-3","0"
"4661","2021-01-06 14:00:00","T,H","2820058000",,"26","-3","0"
"4662","2021-01-06 14:00:00","T,H","2820066000",,"26","-3","0"
"4663","2021-01-06 14:00:00","T,H","2811000000",,"20","-4","0"
"4664","2021-01-06 14:00:00","T,H","2811053000",,"20","-4","0"
"4665","2021-01-06 14:00:00","T,H","2811058500",,"20","-4","0"
"4666","2021-01-06 14:00:00","T,H","2811060000",,"20","-4","0"
"4667","2021-01-06 14:00:00","T,H","2811061000",,"20","-4","0"
"4668","2021-01-06 14:00:00","T,H","2814000000",,"20","-4","0"
"4669","2021-01-06 14:00:00","T,H","2814051000",,"20","-4","0"
"4670","2021-01-06 14:00:00","T,H","2814052500",,"20","-4","0"
"4671","2021-01-06 14:00:00","T,H","2814053000",,"20","-4","0"
"4672","2021-01-06 14:00:00","T,H","2814055500",,"20","-4","0"
"4673","2021-01-06 14:00:00","T,H","2814057000",,"20","-4","0"
"4674","2021-01-06 14:00:00","T,H","2814058000",,"20","-4","0"
"4675","2021-01-06 14:00:00","T,H","2814059000",,"20","-4","0"
"4676","2021-01-06 14:00:00","T,H","2814060500",,"20","-4","0"
"4677","2021-01-06 14:00:00","T,H","2814061000",,"20","-4","0"
"4678","2021-01-06 14:00:00","T,H","2814063000",,"20","-4","0"
"4679","2021-01-06 14:00:00","T,H","2814064000",,"20","-4","0"
"4680","2021-01-06 14:00:00","T,H","2817752000",,"20","-4","0"
"4681","2021-01-06 14:00:00","T,H","2817761000",,"20","-4","0"
"4682","2021-01-06 14:00:00","T,H","2811052000",,"20","-4","0"
"4683","2021-01-06 14:00:00","T,H","2811054000",,"20","-4","0"
"4684","2021-01-06 14:00:00","T,H","2811056000",,"20","-4","0"
"4685","2021-01-06 14:00:00","T,H","2811057000",,"20","-4","0"
"4686","2021-01-06 14:00:00","T,H","2817700000",,"20","-4","0"
"4687","2021-01-06 14:00:00","T,H","2817751000",,"20","-4","0"
"4688","2021-01-06 14:00:00","T,H","2817753000",,"20","-4","0"
"4689","2021-01-06 14:00:00","T,H","2817754000",,"20","-4","0"
"4690","2021-01-06 14:00:00","T,H","2817755000",,"20","-4","0"
"4691","2021-01-06 14:00:00","T,H","2817756000",,"20","-4","0"
"4692","2021-01-06 14:00:00","T,H","2817757000",,"20","-4","0"
"4693","2021-01-06 14:00:00","T,H","2817758000",,"20","-4","0"
"4694","2021-01-06 14:00:00","T,H","2818563000",,"20","-4","0"
"4695","2021-01-06 14:00:00","T,H","2818564000",,"20","-4","0"
"4696","2021-01-06 14:00:00","T,H","2872000000",,"20","-4","0"
"4697","2021-01-06 14:00:00","T,H","2811062000",,"23","-2","0"
"4698","2021-01-06 14:00:00","T,H","2811062200",,"23","-2","0"
"4699","2021-01-06 14:00:00","T,H","2811062800",,"23","-2","0"
"4700","2021-01-06 14:00:00","T,H","2811063000",,"37","-5","0"
"4701","2021-01-06 14:00:00","T,H","2818500000",,"24","-3","0"
"4702","2021-01-06 14:00:00","T,H","2818575000",,"24","-3","0"
"4703","2021-01-06 14:00:00","T,H","2818576100",,"24","-3","0"
"4704","2021-01-06 14:00:00","T,H","2818576200",,"24","-3","0"
"4705","2021-01-06 14:00:00","T,H","2818576300",,"24","-3","0"
"4706","2021-01-06 14:00:00","T,H","2818578000",,"24","-3","0"
"4707","2021-01-06 14:00:00","T,H","2818579000",,"24","-3","0"
"4708","2021-01-06 14:00:00","T,H","2818579500",,"24","-3","0"
"4709","2021-01-06 14:00:00","T,H","2820070000",,"24","-3","0"
"4710","2021-01-06 14:00:00","T,H","2820071000",,"24","-3","0"
"4711","2021-01-06 14:00:00","T,H","2818582000",,"31","-3","0"
"4712","2021-01-06 14:00:00","T,H","2818583000",,"31","-3","0"
"4713","2021-01-06 14:00:00","T,H","2818584000",,"31","-3","0"
"4714","2021-01-06 14:00:00","T,H","2818585000",,"31","-3","0"
"4715","2021-01-06 14:00:00","T,H","2820000000",,"26","-3","0"
"4716","2021-01-06 14:00:00","T,H","2820052200",,"26","-3","0"
"4717","2021-01-06 14:00:00","T,H","2820056000",,"26","-3","0"
"4718","2021-01-06 14:00:00","T,H","2820057000",,"26","-3","0"
"4719","2021-01-06 14:00:00","T,H","2820058100",,"26","-3","0"
"4720","2021-01-06 14:00:00","T,H","2820058200",,"26","-3","0"
"4721","2021-01-06 14:00:00","T,H","2820058300",,"26","-3","0"
"4722","2021-01-06 14:00:00","T,H","2820065000",,"26","-3","0"
"4723","2021-01-06 14:00:00","T,H","2820065500",,"26","-3","0"
"4724","2021-01-06 14:00:00","T,H","2820069000",,"24","-3","0"
"4725","2021-01-06 14:00:00","T,H","4139058200",,"24","-3","0"
"4726","2021-01-06 14:00:00","T,H","2823700000",,"26","-3","0"
"4727","2021-01-06 14:00:00","T,H","2823751000",,"26","-3","0"
"4728","2021-01-06 14:00:00","T,H","2823752000",,"26","-3","0"
"4729","2021-01-06 14:00:00","T,H","2823753000",,"26","-3","0"
"4730","2021-01-06 14:00:00","T,H","2823757000",,"26","-3","0"
"4731","2021-01-06 14:00:00","T,H","2823758000",,"26","-3","0"
"4732","2021-01-06 14:00:00","T,H","2823758100",,"26","-3","0"
"4733","2021-01-06 14:00:00","T,H","2823758200",,"26","-3","0"
"4734","2021-01-06 14:00:00","T,H","2823759200",,"26","-3","0"
"4735","2021-01-06 14:00:00","T,H","2823768000",,"26","-3","0"
"4736","2021-01-06 14:00:00","T,H","2823769000",,"26","-3","0"
"4737","2021-01-06 14:00:00","T,H","2826054400",,"26","-3","0"
"4738","2021-01-06 14:00:00","T,H","2826055000",,"26","-3","0"
"4739","2021-01-06 14:00:00","T,H","2826056000",,"26","-3","0"
"4740","2021-01-06 14:00:00","T,H","2826056100",,"26","-3","0"
"4741","2021-01-06 14:00:00","T,H","2826057500",,"26","-3","0"
"4742","2021-01-06 14:00:00","T,H","2826058000",,"26","-3","0"
"4743","2021-01-06 14:00:00","T,H","2826059000",,"26","-3","0"
"4744","2021-01-06 14:00:00","T,H","2826060000",,"26","-3","0"
"4745","2021-01-06 14:00:00","T,H","2826061000",,"26","-3","0"
"4746","2021-01-06 14:00:00","T,H","2823754000",,"26","-3","0"
"4747","2021-01-06 14:00:00","T,H","2823755000",,"26","-3","0"
"4748","2021-01-06 14:00:00","T,H","2823756000",,"26","-3","0"
"4749","2021-01-06 14:00:00","T,H","2823764200",,"26","-3","0"
"4750","2021-01-06 14:00:00","T,H","2823764800",,"26","-3","0"
"4751","2021-01-06 14:00:00","T,H","2823765000",,"26","-3","0"
"4752","2021-01-06 14:00:00","T,H","2823766000",,"26","-3","0"
"4753","2021-01-06 14:00:00","T,H","2823766100",,"26","-3","0"
"4754","2021-01-06 14:00:00","T,H","2823767000",,"26","-3","0"
"4755","2021-01-06 14:00:00","T,H","4119000000",,"26","-3","0"
"4756","2021-01-06 14:00:00","T,H","4119061000",,"26","-3","0"
"4757","2021-01-06 14:00:00","T,H","4119074200",,"26","-3","0"
"4758","2021-01-06 14:00:00","T,H","4119074400",,"26","-3","0"
"4759","2021-01-06 14:00:00","T,H","4119074600",,"26","-3","0"
"4760","2021-01-06 14:00:00","T,H","2823759100",,"26","-3","0"
"4761","2021-01-06 14:00:00","T,H","2824560100",,"26","-3","0"
"4762","2021-01-06 14:00:00","T,H","2824560200",,"26","-3","0"
"4763","2021-01-06 14:00:00","T,H","2824561100",,"26","-3","0"
"4764","2021-01-06 14:00:00","T,H","2824562200",,"26","-3","0"
"4765","2021-01-06 14:00:00","T,H","2826000000",,"26","-3","0"
"4766","2021-01-06 14:00:00","T,H","2826053000",,"26","-3","0"
"4767","2021-01-06 14:00:00","T,H","2826054200",,"26","-3","0"
"4768","2021-01-06 14:00:00","T,H","2826054300",,"26","-3","0"
"4769","2021-01-06 14:00:00","T,H","2823764100",,"26","-3","0"
"4770","2021-01-06 14:00:00","T,H","2823764600",,"26","-3","0"
"4771","2021-01-06 14:00:00","T,H","2824500000",,"26","-3","0"
"4772","2021-01-06 14:00:00","T,H","2824561200",,"26","-3","0"
"4773","2021-01-06 14:00:00","T,H","2824561300",,"26","-3","0"
"4774","2021-01-06 14:00:00","T,H","2824561400",,"26","-3","0"
"4775","2021-01-06 14:00:00","T,H","2824562100",,"26","-3","0"
"4776","2021-01-06 14:00:00","T,H","2824564000",,"26","-3","0"
"4777","2021-01-06 14:00:00","T,H","2824572000",,"26","-3","0"
"4778","2021-01-06 14:00:00","T,H","2824571000",,"30","-4","0"
"4779","2021-01-06 14:00:00","T,H","2824573000",,"30","-4","0"
"4780","2021-01-06 14:00:00","T,H","4157025300",,"30","-4","0"
"4781","2021-01-06 14:00:00","T,H","2826051500",,"30","-3","0"
"4782","2021-01-06 14:00:00","T,H","2826070000",,"30","-3","0"
"4783","2021-01-06 14:00:00","T,H","2826071000",,"30","-3","0"
"4784","2021-01-06 14:00:00","T,H","4157055000",,"30","-3","0"
"4785","2021-01-06 14:00:00","T,H","2826053600",,"20","-3","0"
"4786","2021-01-06 14:00:00","T,H","2826053700",,"20","-3","0"
"4787","2021-01-06 14:00:00","T,H","2826053900",,"20","-3","0"
"4788","2021-01-06 14:00:00","T,H","2826068000",,"30","-3","0"
"4789","2021-01-06 14:00:00","T,H","2826072000",,"30","-3","0"
"4790","2021-01-06 14:00:00","T,H","2826073000",,"30","-3","0"
"4791","2021-01-06 14:00:00","T,H","2826069000",,"30","-4","0"
"4792","2021-01-06 14:00:00","T,H","4157000000",,"30","-4","0"
"4793","2021-01-06 14:00:00","T,H","4157051500",,"30","-4","0"
"4794","2021-01-06 14:00:00","T,H","4157052500",,"30","-4","0"
"4795","2021-01-06 14:00:00","T,H","4157054000",,"30","-4","0"
"4796","2021-01-06 14:00:00","T,H","4157056000",,"30","-4","0"
"4797","2021-01-06 14:00:00","T,H","2871000000",,"34","-4","0"
"4798","2021-01-06 14:00:00","T,H","2871031000",,"34","-4","0"
"4799","2021-01-06 14:00:00","T,H","2871025000",,"34","-4","0"
"4800","2021-01-06 14:00:00","T,H","2871039000",,"34","-4","0"
"4801","2021-01-06 14:00:00","T,H","2871032000",,"34","-4","0"
"4802","2021-01-06 14:00:00","T,H","2871033000",,"32","-3","0"
"4803","2021-01-06 14:00:00","T,H","2871034000",,"32","-3","0"
"4804","2021-01-06 14:00:00","T,H","2871035000",,"34","-4","0"
"4805","2021-01-06 14:00:00","T,H","2871036000",,"34","-4","0"
"4806","2021-01-06 14:00:00","T,H","2871037000",,"34","-4","0"
"4807","2021-01-06 14:00:00","T,H","2871038000",,"18","-4","0"
"4808","2021-01-06 14:00:00","T,H","2871040000",,"18","-4","0"
"4809","2021-01-06 14:00:00","T,H","2871041000",,"34","-4","0"
"4810","2021-01-06 14:00:00","T,H","2871042000",,"28","-3","0"
"4811","2021-01-06 14:00:00","T,H","2872031000",,"32","-3","0"
"4812","2021-01-06 14:00:00","T,H","2872033000",,"50","-3","0"
"4813","2021-01-06 14:00:00","T,H","2872034000",,"58","-3","0"
"4814","2021-01-06 14:00:00","T,H","2872035000",,"42","-3","0"
"4815","2021-01-06 14:00:00","T,H","2872036000",,"45","-4","0"
"4816","2021-01-06 14:00:00","T,H","2872037000",,"29","-4","0"
"4817","2021-01-06 14:00:00","T,H","2872038000",,"37","-4","0"
"4818","2021-01-06 14:00:00","T,H","2900000000",,"56","0","0"
"4819","2021-01-06 14:00:00","T,H","2914074000",,"56","0","0"
"4820","2021-01-06 14:00:00","T,H","2914074500",,"56","0","0"
"4821","2021-01-06 14:00:00","T,H","2914075200",,"56","0","0"
"4822","2021-01-06 14:00:00","T,H","2914082100",,"56","0","0"
"4823","2021-01-06 14:00:00","T,H","2914082400",,"56","0","0"
"4824","2021-01-06 14:00:00","T,H","2911000000",,"47","-1","0"
"4825","2021-01-06 14:00:00","T,H","2911054500",,"47","-1","0"
"4826","2021-01-06 14:00:00","T,H","2911057000",,"47","-1","0"
"4827","2021-01-06 14:00:00","T,H","2911059000",,"47","-1","0"
"4828","2021-01-06 14:00:00","T,H","2911060000",,"47","-1","0"
"4829","2021-01-06 14:00:00","T,H","2911062000",,"47","-1","0"
"4830","2021-01-06 14:00:00","T,H","2911063000",,"47","-1","0"
"4831","2021-01-06 14:00:00","T,H","2911065500",,"47","-1","0"
"4832","2021-01-06 14:00:00","T,H","2911068500",,"47","-1","0"
"4833","2021-01-06 14:00:00","T,H","2911071000",,"47","-1","0"
"4834","2021-01-06 14:00:00","T,H","2917063500",,"47","-1","0"
"4835","2021-01-06 14:00:00","T,H","2917066300",,"47","-1","0"
"4836","2021-01-06 14:00:00","T,H","2911052500",,"56","0","0"
"4837","2021-01-06 14:00:00","T,H","2911056000",,"56","0","0"
"4838","2021-01-06 14:00:00","T,H","2914000000",,"56","0","0"
"4839","2021-01-06 14:00:00","T,H","2914057500",,"56","0","0"
"4840","2021-01-06 14:00:00","T,H","2914059000",,"56","0","0"
"4841","2021-01-06 14:00:00","T,H","2914065000",,"56","0","0"
"4842","2021-01-06 14:00:00","T,H","2914066000",,"56","0","0"
"4843","2021-01-06 14:00:00","T,H","2914073000",,"56","0","0"
"4844","2021-01-06 14:00:00","T,H","2914075100",,"56","0","0"
"4845","2021-01-06 14:00:00","T,H","2914076000",,"56","0","0"
"4846","2021-01-06 14:00:00","T,H","2914077000",,"56","0","0"
"4847","2021-01-06 14:00:00","T,H","2914078000",,"56","0","0"
"4848","2021-01-06 14:00:00","T,H","2914079000",,"56","0","0"
"4849","2021-01-06 14:00:00","T,H","2914083000",,"56","0","0"
"4850","2021-01-06 14:00:00","T,H","2915551000",,"56","0","0"
"4851","2021-01-06 14:00:00","T,H","2915552000",,"56","0","0"
"4852","2021-01-06 14:00:00","T,H","2915553000",,"56","0","0"
"4853","2021-01-06 14:00:00","T,H","2915553700",,"56","0","0"
"4854","2021-01-06 14:00:00","T,H","2915554500",,"56","0","0"
"4855","2021-01-06 14:00:00","T,H","2915560500",,"56","0","0"
"4856","2021-01-06 14:00:00","T,H","2915563000",,"56","0","0"
"4857","2021-01-06 14:00:00","T,H","2915564000",,"56","0","0"
"4858","2021-01-06 14:00:00","T,H","2915567000",,"56","0","0"
"4859","2021-01-06 14:00:00","T,H","2915568000",,"56","0","0"
"4860","2021-01-06 14:00:00","T,H","2915569000",,"56","0","0"
"4861","2021-01-06 14:00:00","T,H","2915570000",,"56","0","0"
"4862","2021-01-06 14:00:00","T,H","2917051000",,"56","0","0"
"4863","2021-01-06 14:00:00","T,H","2917052000",,"56","0","0"
"4864","2021-01-06 14:00:00","T,H","2917055500",,"56","0","0"
"4865","2021-01-06 14:00:00","T,H","2917057000",,"56","0","0"
"4866","2021-01-06 14:00:00","T,H","2917058000",,"56","0","0"
"4867","2021-01-06 14:00:00","T,H","2911073000",,"47","-1","0"
"4868","2021-01-06 14:00:00","T,H","2911074000",,"47","-1","0"
"4869","2021-01-06 14:00:00","T,H","2914080000",,"56","0","0"
"4870","2021-01-06 14:00:00","T,H","2915573000",,"56","0","0"
"4871","2021-01-06 14:00:00","T,H","2914084000",,"51","0","0"
"4872","2021-01-06 14:00:00","T,H","2917061500",,"51","0","0"
"4873","2021-01-06 14:00:00","T,H","2917069700",,"51","0","0"
"4874","2021-01-06 14:00:00","T,H","2920063000",,"51","0","0"
"4875","2021-01-06 14:00:00","T,H","2920063500",,"51","0","0"
"4876","2021-01-06 14:00:00","T,H","2920063700",,"51","0","0"
"4877","2021-01-06 14:00:00","T,H","2920070000",,"51","0","0"
"4878","2021-01-06 14:00:00","T,H","2915500000",,"49","1","0"
"4879","2021-01-06 14:00:00","T,H","2915553800",,"49","1","0"
"4880","2021-01-06 14:00:00","T,H","2915571000",,"49","1","0"
"4881","2021-01-06 14:00:00","T,H","2915572000",,"49","1","0"
"4882","2021-01-06 14:00:00","T,H","2917000000",,"50","0","0"
"4883","2021-01-06 14:00:00","T,H","2917053000",,"50","0","0"
"4884","2021-01-06 14:00:00","T,H","2917059000",,"50","0","0"
"4885","2021-01-06 14:00:00","T,H","2917060100",,"50","0","0"
"4886","2021-01-06 14:00:00","T,H","2917060200",,"50","0","0"
"4887","2021-01-06 14:00:00","T,H","2917060300",,"50","0","0"
"4888","2021-01-06 14:00:00","T,H","2917062000",,"50","0","0"
"4889","2021-01-06 14:00:00","T,H","2917065600",,"50","0","0"
"4890","2021-01-06 14:00:00","T,H","2917065700",,"50","0","0"
"4891","2021-01-06 14:00:00","T,H","2917066600",,"50","0","0"
"4892","2021-01-06 14:00:00","T,H","2917066900",,"50","0","0"
"4893","2021-01-06 14:00:00","T,H","2917067300",,"50","0","0"
"4894","2021-01-06 14:00:00","T,H","2917067600",,"50","0","0"
"4895","2021-01-06 14:00:00","T,H","2917067700",,"50","0","0"
"4896","2021-01-06 14:00:00","T,H","2917065000",,"50","0","0"
"4897","2021-01-06 14:00:00","T,H","2917066100",,"50","0","0"
"4898","2021-01-06 14:00:00","T,H","2917066200",,"50","0","0"
"4899","2021-01-06 14:00:00","T,H","2917068500",,"50","0","0"
"4900","2021-01-06 14:00:00","T,H","2917069500",,"51","0","0"
"4901","2021-01-06 14:00:00","T,H","2917069600",,"51","0","0"
"4902","2021-01-06 14:00:00","T,H","2920000000",,"60","1","0"
"4903","2021-01-06 14:00:00","T,H","2920051500",,"60","1","0"
"4904","2021-01-06 14:00:00","T,H","2920052500",,"60","1","0"
"4905","2021-01-06 14:00:00","T,H","2920054000",,"60","1","0"
"4906","2021-01-06 14:00:00","T,H","2920055000",,"60","1","0"
"4907","2021-01-06 14:00:00","T,H","2920056500",,"60","1","0"
"4908","2021-01-06 14:00:00","T,H","2920058000",,"60","1","0"
"4909","2021-01-06 14:00:00","T,H","2920060000",,"51","0","0"
"4910","2021-01-06 14:00:00","T,H","2920061000",,"51","0","0"
"4911","2021-01-06 14:00:00","T,H","2920064000",,"51","0","0"
"4912","2021-01-06 14:00:00","T,H","2920062000",,"51","0","0"
"4913","2021-01-06 14:00:00","T,H","2920062400",,"51","0","0"
"4914","2021-01-06 14:00:00","T,H","2920062600",,"51","0","0"
"4915","2021-01-06 14:00:00","T,H","4688032000",,"51","0","0"
"4916","2021-01-06 14:00:00","T,H","2920065000",,"60","1","0"
"4917","2021-01-06 14:00:00","T,H","2920066000",,"60","1","0"
"4918","2021-01-06 14:00:00","T,H","2920067000",,"60","1","0"
"4919","2021-01-06 14:00:00","T,H","2920068000",,"60","1","0"
"4920","2021-01-06 14:00:00","T,H","2920069000",,"60","1","0"
"4921","2021-01-06 14:00:00","T,H","3000000000",,"46","-2","0"
"4922","2021-01-06 14:00:00","T,H","3014069000",,"46","-2","0"
"4923","2021-01-06 14:00:00","T,H","3014070000",,"46","-2","0"
"4924","2021-01-06 14:00:00","T,H","3017000000",,"46","-2","0"
"4925","2021-01-06 14:00:00","T,H","3017052000",,"46","-2","0"
"4926","2021-01-06 14:00:00","T,H","3017053000",,"46","-2","0"
"4927","2021-01-06 14:00:00","T,H","3017054000",,"46","-2","0"
"4928","2021-01-06 14:00:00","T,H","3017055000",,"46","-2","0"
"4929","2021-01-06 14:00:00","T,H","3017055500",,"46","-2","0"
"4930","2021-01-06 14:00:00","T,H","3017056000",,"46","-2","0"
"4931","2021-01-06 14:00:00","T,H","3017057000",,"46","-2","0"
"4932","2021-01-06 14:00:00","T,H","3017057500",,"46","-2","0"
"4933","2021-01-06 14:00:00","T,H","3017058100",,"46","-2","0"
"4934","2021-01-06 14:00:00","T,H","3017058200",,"46","-2","0"
"4935","2021-01-06 14:00:00","T,H","3017058600",,"46","-2","0"
"4936","2021-01-06 14:00:00","T,H","3017063000",,"46","-2","0"
"4937","2021-01-06 14:00:00","T,H","3017064000",,"46","-2","0"
"4938","2021-01-06 14:00:00","T,H","3020061000",,"46","-2","0"
"4939","2021-01-06 14:00:00","T,H","3011000000",,"42","-3","0"
"4940","2021-01-06 14:00:00","T,H","3011051500",,"42","-3","0"
"4941","2021-01-06 14:00:00","T,H","3011053000",,"42","-3","0"
"4942","2021-01-06 14:00:00","T,H","3011054500",,"42","-3","0"
"4943","2021-01-06 14:00:00","T,H","3011058500",,"42","-3","0"
"4944","2021-01-06 14:00:00","T,H","3011059000",,"42","-3","0"
"4945","2021-01-06 14:00:00","T,H","3011062000",,"42","-3","0"
"4946","2021-01-06 14:00:00","T,H","3011063000",,"42","-3","0"
